Reporter Identifier	VALUE
1	2.238821e+003
2	2.976961e+000
3	1.564972e+003
4	-2.007353e+000
5	3.494272e+000
6	3.367495e-001
7	5.996690e-001
8	-7.536920e-001
9	-9.798204e-001
10	-2.209185e+000
11	3.662222e+000
12	-6.490271e-001
13	-1.051177e+000
14	-1.008062e+000
15	-3.155588e+000
16	3.007877e+000
17	5.362164e-001
18	-2.141097e+000
19	4.338327e+000
20	-1.975856e+000
21	-9.487090e-001
22	-1.047106e+000
23	7.608406e-001
24	6.367281e-001
25	3.645302e+000
26	1.729072e+001
27	-4.845769e-001
28	-4.555017e+000
29	-1.886914e+000
30	7.310084e+000
31	2.463489e+001
32	7.738626e+002
33	9.918779e+001
34	1.309084e+003
35	-3.916954e+000
36	1.779505e+000
37	4.834471e+000
38	9.938486e-001
39	8.254647e-002
40	-2.830677e+000
41	1.501246e+000
42	2.294589e+000
43	1.545319e+001
44	9.549365e+001
45	6.778393e+001
46	2.578205e-001
47	-5.011704e-001
48	3.389049e-002
49	4.957990e+000
50	2.894526e+000
51	2.107615e+000
52	-3.087650e+000
53	3.160305e+000
54	9.235837e-001
55	3.218224e+000
56	6.601953e+002
57	1.732333e+000
58	3.804178e+003
59	1.783713e+000
60	-2.051681e+000
61	2.868469e+003
62	1.259742e+001
63	2.293263e+001
64	-4.476465e+000
65	1.004395e+000
66	4.701356e+000
67	6.985870e+002
68	8.349657e-001
69	4.209438e+000
70	7.922433e+002
71	6.392555e+001
72	2.873391e+000
73	2.536712e+001
74	5.824527e+001
75	7.007723e+001
76	1.368929e+003
77	-1.500888e+000
78	4.561683e+003
79	2.852717e+000
80	4.457046e+000
81	3.106534e+003
82	2.264024e+003
83	2.574053e+003
84	2.470301e+000
85	-2.613555e+000
86	5.834086e-001
87	-8.748972e+000
88	2.194407e+002
89	-2.349504e+000
90	-1.516161e+000
91	2.438110e+000
92	5.975353e+000
93	9.255450e+000
94	6.823659e+000
95	-1.498495e-001
96	2.391483e-001
97	1.070392e+001
98	3.321622e-001
99	1.591264e+001
100	8.929790e-001
101	1.070115e+002
102	6.210510e-001
103	-1.213230e+000
104	-1.279610e+000
105	2.046815e+002
106	-3.751678e+000
107	2.251344e+001
108	5.478022e+000
109	1.036925e+001
110	7.552807e+000
111	5.771425e+001
112	5.902933e-001
113	1.298828e+002
114	1.570779e+001
115	-2.437284e+000
116	-1.992597e+000
117	5.445244e+000
118	1.257303e+000
119	1.715126e+003
120	3.837727e+002
121	-6.418921e+000
122	2.414120e+001
123	-6.557896e-001
124	2.106686e+002
125	-4.494615e+000
126	-2.501682e+000
127	1.207422e-001
128	2.431986e+001
129	6.358013e+001
130	3.596854e+000
131	1.728044e+001
132	2.006072e+000
133	5.983029e-001
134	2.270838e+000
135	-1.393707e+000
136	2.296415e+001
137	8.703068e-001
138	1.509988e+001
139	1.306167e+001
140	1.522819e+000
141	-1.312871e+000
142	-2.619482e+000
143	1.150926e+000
144	6.497867e+000
145	2.529227e-002
146	1.001034e+001
147	2.709021e+000
148	2.377667e+002
149	3.329434e+002
150	-5.025250e-002
151	-2.293258e+000
152	7.554653e+000
153	1.074009e+000
154	4.175341e+000
155	7.908319e+001
156	-1.644409e+000
157	1.984916e+000
158	1.860692e+001
159	7.311877e+001
160	-2.218047e-001
161	5.578474e+000
162	2.456508e+000
163	2.428618e+000
164	2.178954e+003
165	3.555781e+000
166	2.116522e+000
167	-3.815796e+000
168	8.433721e+001
169	1.197102e+000
170	3.685319e+000
171	2.488546e+000
172	-2.465089e+000
173	6.637273e+002
174	-3.468648e+000
175	1.977761e+001
176	-4.609055e+000
177	-2.557689e+000
178	1.823643e+000
179	2.906098e+003
180	-3.566567e+000
181	-5.319209e-002
182	7.681521e+000
183	-1.134566e+000
184	-3.198298e+000
185	-1.536042e+000
186	2.465321e+001
187	-2.602764e+000
188	3.850881e+001
189	3.437242e+000
190	2.402392e+000
191	-2.551324e+000
192	-3.930744e+000
193	-4.276997e-002
194	-1.268598e+000
195	-1.937097e+000
196	8.625061e-001
197	-1.272702e+000
198	1.138382e+001
199	-1.189191e+000
200	3.229225e+003
201	2.334905e+000
202	2.162812e+001
203	1.111552e+002
204	2.826526e+000
205	-3.411698e+000
206	-1.286145e+000
207	3.715377e-001
208	7.564445e+000
209	2.818885e+000
210	4.184462e+002
211	-2.345072e+000
212	1.579117e+001
213	2.230119e+000
214	-2.270957e+000
215	5.720921e+000
216	-4.368448e+000
217	2.482947e+002
218	3.478121e+000
219	3.525679e+002
220	4.024559e+000
221	1.754029e+002
222	5.104300e+000
223	-1.366690e+000
224	3.464974e+002
225	2.407981e+000
226	1.881864e+000
227	1.541589e+003
228	-1.918329e+000
229	-3.509071e-001
230	9.163451e-001
231	-9.471296e-001
232	-4.190666e+000
233	1.173728e+001
234	-4.212921e+000
235	6.913280e+000
236	-3.932142e+000
237	4.554192e-001
238	1.195316e+000
239	2.201489e+001
240	-3.617488e+000
241	2.752065e+001
242	3.150149e+001
243	1.025552e+000
244	-3.676126e+000
245	5.515622e+000
246	5.083543e+000
247	-4.764296e+000
248	-6.959624e+000
249	7.230323e+002
250	-2.397697e-001
251	8.739515e+000
252	5.121555e+000
253	-5.263527e+000
254	4.962977e+001
255	1.971690e+001
256	-2.450394e+000
257	-2.297381e+000
258	1.616408e+002
259	-4.384063e+000
260	2.274053e+000
261	6.000915e+004
262	6.485114e+002
263	2.740102e+000
264	-8.312877e-001
265	5.288599e+001
266	1.263996e+001
267	2.775962e+000
268	-9.880015e-001
269	-3.892175e+000
270	2.626187e+001
271	-4.210514e+000
272	1.274652e+001
273	9.333448e+000
274	-9.769318e-001
275	3.179359e+000
276	-3.859533e+000
277	4.843562e+000
278	9.266884e+000
279	-5.400307e+000
280	9.883054e+000
281	-2.164689e+000
282	-2.908150e+000
283	-2.227819e+000
284	7.280122e-002
285	-3.707314e+000
286	1.841568e+003
287	-1.336845e+000
288	1.339808e+002
289	-4.683730e+000
