Reporter Identifier	VALUE
1	1.000362e+003
2	7.202203e-001
3	4.242415e+004
4	2.384267e+000
5	3.937353e+000
6	-1.255151e+000
7	-1.097931e+000
8	-3.367012e-001
9	1.557775e+000
10	2.871462e+000
11	4.422354e+000
12	1.415938e+000
13	-1.402981e+000
14	-4.494778e-001
15	4.281587e-001
16	4.228819e+000
17	-2.004262e+000
18	-1.523938e+000
19	1.614724e+001
20	-4.117538e-001
21	-3.777241e-001
22	-4.596732e-001
23	3.421564e-001
24	3.299719e+000
25	1.142659e+001
26	1.292437e+001
27	-1.326059e-001
28	-8.585231e-001
29	-8.236187e-001
30	1.586321e+000
31	2.803896e+001
32	1.686119e+003
33	1.269806e+002
34	1.242261e+003
35	-3.864545e+000
36	2.534669e+000
37	1.118746e+000
38	1.098218e+001
39	3.458257e+000
40	-4.771655e+000
41	1.276343e+000
42	-7.536677e-001
43	9.811150e+001
44	1.036309e+003
45	3.800414e+002
46	1.327976e+000
47	-1.233799e-001
48	5.884691e-001
49	4.850048e+000
50	6.062956e+000
51	1.784557e+000
52	2.533592e+000
53	5.003981e+000
54	7.827024e+000
55	2.156133e+000
56	1.702439e+003
57	1.182174e+001
58	7.075011e+003
59	1.465405e+000
60	8.615907e-001
61	1.694348e+003
62	1.257021e+001
63	1.020607e+001
64	-6.407300e-001
65	4.094866e+000
66	1.635247e+001
67	1.329850e+003
68	1.413219e+000
69	2.355044e+000
70	4.180268e+002
71	1.670570e+002
72	1.881968e+000
73	5.478345e+002
74	2.948227e+001
75	1.640184e+001
76	1.211934e+003
77	5.422694e+000
78	4.433688e+003
79	1.580922e+001
80	1.663113e+000
81	2.096983e+000
82	8.008331e+002
83	-2.153343e+000
84	3.768917e+000
85	3.618997e+000
86	1.123038e+001
87	-2.299676e+000
88	6.099586e+000
89	1.071816e+000
90	1.613116e+000
91	-3.458866e-001
92	1.328629e+001
93	1.047772e+001
94	3.938065e+000
95	-2.248326e+000
96	1.129308e-001
97	2.162984e+002
98	1.760411e+000
99	3.280865e+001
100	2.842315e+000
101	9.446516e+001
102	4.927976e+000
103	1.164940e+000
104	4.889517e-001
105	7.359101e+002
106	-1.199331e+000
107	9.517209e+000
108	3.015617e-001
109	2.301988e+001
110	7.983374e+000
111	2.877615e+002
112	4.324484e+000
113	1.336402e+002
114	2.436617e+001
115	1.093569e+000
116	4.974768e-001
117	1.057142e+001
118	2.700932e+000
119	2.842911e+003
120	1.279264e+003
121	-4.138882e+000
122	8.139952e+001
123	1.420909e+000
124	2.551369e+003
125	1.949797e-001
126	-6.366260e-001
127	3.286493e+000
128	9.387941e+000
129	3.127062e+002
130	2.932324e+000
131	3.972409e+001
132	9.286439e+000
133	-2.213108e+000
134	3.270788e+000
135	2.292295e+000
136	7.099149e+001
137	6.202554e-001
138	6.764886e+000
139	3.475875e+000
140	2.576818e+000
141	3.185606e-001
142	1.356470e+000
143	2.028415e+000
144	1.475867e+001
145	5.645947e+000
146	1.061936e+000
147	3.201756e+000
148	7.990263e+002
149	1.500371e+003
150	8.900377e-001
151	4.720601e+000
152	1.526101e+002
153	1.477761e+000
154	3.061609e+000
155	3.332950e+002
156	3.129455e-001
157	6.215067e+000
158	2.890251e+001
159	2.763228e+002
160	1.154885e+000
161	5.629147e+000
162	4.806881e+000
163	1.552762e+000
164	7.723936e+002
165	2.720175e+000
166	1.722562e+000
167	3.082521e+000
168	1.624099e+002
169	1.504437e+001
170	5.483768e+000
171	4.960452e+000
172	-4.929789e-001
173	3.706364e+002
174	-2.689524e+000
175	6.025212e+000
176	-3.163642e-001
177	-1.037560e+000
178	6.046174e-001
179	4.508698e+003
180	-3.621812e-001
181	1.119472e+000
182	3.557890e+000
183	2.289429e+000
184	-4.641771e-001
185	-7.637507e-002
186	3.385282e+001
187	-5.175074e-001
188	4.908025e+001
189	6.601214e+000
190	1.938569e+000
191	6.888812e+000
192	2.888180e-001
193	-4.589836e-001
194	-4.316098e-001
195	-2.018699e+000
196	-9.032667e-001
197	4.112122e-001
198	9.985722e+000
199	2.466666e-001
200	-1.335185e-001
201	1.285554e+001
202	5.182085e+000
203	7.069922e+002
204	4.085966e+000
205	-4.292374e-001
206	-2.868751e+000
207	1.277702e+000
208	-7.855070e-001
209	9.004217e+000
210	3.646197e+002
211	3.268626e+000
212	1.287170e+002
213	1.707605e+000
214	-7.231196e-001
215	2.516923e+001
216	4.932627e-001
217	4.266981e+002
218	2.953223e-001
219	2.214745e+002
220	3.958889e+001
221	1.619754e+002
222	1.295076e+000
223	-1.331787e-001
224	2.255475e+002
225	1.609859e+000
226	1.305058e+000
227	4.669214e+003
228	2.125708e+000
229	4.254873e+000
230	6.118233e+000
231	-2.138680e-001
232	2.668283e+000
233	2.775335e+000
