Reporter Identifier	VALUE
1	3.899661e+002
2	1.361537e+000
3	4.106745e+004
4	-1.449467e+000
5	-1.214812e+000
6	-2.827358e+000
7	-2.632894e-001
8	-4.916132e-001
9	7.214186e-002
10	1.229802e+000
11	-1.802606e+000
12	-1.345756e+000
13	-2.058787e-001
14	-9.150400e-002
15	-3.915320e+000
16	2.640334e+000
17	-1.763894e+000
18	-5.371346e+000
19	2.639184e+001
20	2.803685e-001
21	1.345857e+000
22	-1.963842e+000
23	-1.612603e+000
24	1.211195e+000
25	1.202230e+000
26	2.827028e+001
27	2.417738e+000
28	-1.743819e+000
29	-8.324603e-001
30	1.572792e+000
31	1.560617e+002
32	2.460753e+003
33	2.040622e+001
34	2.166120e+003
35	-4.532677e+000
36	-5.556772e-001
37	1.716458e+001
38	7.981530e+001
39	1.060985e+000
40	-3.967888e+000
41	1.724211e+000
42	-1.957658e-001
43	2.700371e+002
44	1.016593e+003
45	3.311405e+002
46	2.574050e-001
47	-2.993222e+000
48	-1.915812e-001
49	5.458308e+000
50	1.330952e+000
51	7.922107e-001
52	-1.247115e+000
53	7.003154e+000
54	3.352153e+000
55	4.468146e+000
56	7.941432e+002
57	7.846492e+000
58	1.311756e+004
59	-1.324070e+000
60	-1.629469e+000
61	3.393127e+003
62	1.854496e+001
63	3.287410e+001
64	-1.885968e+000
65	2.713125e+000
66	3.144260e+001
67	1.306861e+003
68	1.546120e-001
69	-1.843783e+000
70	1.483083e+003
71	2.199543e+002
72	7.124991e-001
73	3.436260e+001
74	1.380217e+002
75	1.000766e+002
76	5.751309e+003
77	-2.821289e+000
78	1.661259e+004
79	1.113602e+001
80	4.658901e+000
81	-1.746169e+000
82	3.886247e+002
83	-2.008600e+000
84	-6.431259e-001
85	1.247418e+000
86	8.961865e+000
87	-6.403821e+000
88	8.690368e+000
89	-2.921597e+000
90	-1.905165e+000
91	1.295346e+000
92	1.501408e+001
93	1.578088e+001
94	1.266292e+000
95	-1.769196e+000
96	-4.105665e-001
97	7.940646e+001
98	-1.932317e+000
99	3.692112e+001
100	-1.716083e-002
101	1.034763e+002
102	3.244703e+000
103	-3.023212e+000
104	1.218432e+001
105	2.172691e+003
106	-1.722755e+000
107	2.931297e+001
108	2.399217e+000
109	4.972348e+000
110	8.909068e+000
111	1.786368e+002
112	1.233791e+000
113	1.631461e+002
114	4.223147e+001
115	-1.957566e+000
116	-2.857569e+000
117	9.953675e+000
118	1.758862e+000
119	1.467938e+004
120	2.678324e+003
121	-2.583217e+000
122	6.421393e+001
123	-2.668440e+000
124	2.488840e+003
125	3.436790e-001
126	9.782493e-001
127	9.020127e-001
128	5.797699e+001
129	3.973640e+002
130	3.021958e+001
131	4.716552e+001
132	4.991390e+000
133	-2.363333e+000
134	1.093411e+001
135	2.505140e+000
136	1.596594e+002
137	-2.329229e-001
138	1.481521e+001
139	2.211475e+001
140	3.082500e-001
141	-2.991283e+000
142	-2.386653e+000
143	-5.211914e-001
144	1.730409e+001
145	-2.619183e+000
