Reporter Identifier	VALUE
1	4.691555e+003
2	1.386876e+001
3	1.548612e+004
4	-4.474663e+000
5	1.997995e+001
6	-5.848761e+000
7	5.310671e+000
8	-3.218768e+000
9	1.293459e+001
10	-1.280792e+000
11	1.245188e+001
12	6.082889e-001
13	-2.197715e+000
14	-1.625711e+000
15	-2.853507e+000
16	2.481814e+001
17	-2.411561e+000
18	-8.688208e+000
19	5.690962e+000
20	-1.276092e+000
21	1.674556e+000
22	-4.171902e+000
23	-2.984344e+000
24	2.389277e+001
25	1.727948e+001
26	2.015341e+001
27	3.929201e+000
28	-9.092550e+000
29	3.302212e+000
30	-5.417198e+000
31	6.151064e+000
32	1.166509e+003
33	3.153332e+001
34	5.144873e+003
35	-3.872175e+000
36	1.886366e+000
37	-2.806442e-001
38	1.020290e+001
39	-5.001167e+000
40	-6.357729e+000
41	3.894361e+000
42	-2.946460e+000
43	1.319476e+002
44	3.848371e+002
45	2.517043e+002
46	1.045067e+001
47	-1.022327e+001
48	7.335202e+000
49	-1.349433e+000
50	3.452528e-001
51	-4.234779e+000
52	-1.519632e+000
53	3.763620e+000
54	-5.276037e+000
55	3.264852e+001
56	4.557576e+002
57	1.931709e+000
58	1.781649e+003
59	1.371436e+000
60	-9.933532e-001
61	8.139194e+002
62	1.216020e+001
63	2.865016e+001
64	-4.541321e+000
65	1.924294e+001
66	8.444065e+000
67	2.462834e+002
68	-1.138898e+000
69	1.932106e-001
70	2.141375e+002
71	1.408704e+002
72	1.283434e+001
73	5.594005e+000
74	7.221546e+002
75	1.879041e+001
76	1.218308e+003
77	-1.179116e+000
78	3.937173e+003
79	1.095713e+001
80	6.265292e+000
81	3.622675e+002
82	4.322076e+003
83	2.989900e+002
84	8.579180e+000
85	8.597575e+000
86	4.618936e+000
87	-6.687662e+000
88	-9.664312e-001
89	1.654779e+001
90	7.210312e+000
91	1.184203e+001
92	1.426612e+001
93	6.227879e+001
94	-9.366495e+000
95	-2.055667e+000
96	-4.481341e-002
97	4.879751e+001
98	3.852381e+000
99	8.617225e+000
100	-1.343043e+000
101	7.514712e+001
102	-1.012596e+000
103	-2.805499e+000
104	8.042449e+000
105	3.586391e+003
106	-4.284159e+000
107	2.056388e+001
108	2.157781e+000
109	9.754887e+000
110	2.302939e+000
111	8.084346e+001
112	8.065743e+000
113	5.433755e+001
114	1.260302e+001
115	-4.434288e+000
116	2.668812e+000
117	4.143698e+001
118	3.428069e+000
119	3.678105e+003
120	1.833123e+003
121	-8.344944e+000
122	2.077762e+001
123	-1.034431e+000
124	3.658473e+002
125	-1.353382e+000
126	2.250962e+000
127	7.746558e+000
128	2.494434e+001
129	1.632883e+002
130	1.139502e+001
131	7.966689e+000
132	1.105999e+001
133	1.861452e-001
134	5.496031e+000
135	-5.330520e+000
136	2.963849e+000
137	5.246060e-001
138	1.040941e+001
139	-3.987652e-001
140	3.744434e+000
141	-4.128885e+000
142	-4.804390e+000
143	1.043337e+001
144	1.305010e+001
145	4.043381e+000
146	-3.775761e+000
147	-5.640514e+000
148	9.877867e+002
149	4.848512e+003
150	-3.563451e+000
151	8.265005e+000
152	2.203117e+003
153	2.009169e+001
154	4.403430e+000
155	3.856939e+001
156	-8.761440e-001
157	6.615423e+000
158	5.062819e+000
159	5.114087e+001
160	-3.170509e+000
161	9.504389e+000
162	8.746732e+000
163	1.438067e+001
164	4.100735e+003
165	1.301558e+001
166	3.510815e+000
167	-1.470897e+000
168	6.737067e+001
169	4.468766e+000
170	1.617716e+001
171	5.409073e+000
172	-3.240983e+000
173	1.366526e+002
174	-1.168067e+000
175	1.265428e+001
176	-9.465241e+000
177	-8.515096e+000
178	4.315991e+000
179	5.158274e+003
180	-4.648027e+000
181	-3.131722e+000
182	5.154117e+000
183	-3.151957e-001
184	-9.966728e+000
185	3.901144e+000
186	1.242322e+002
187	6.641664e+000
188	6.766657e+001
189	7.924555e+000
190	1.151132e+001
191	8.739958e+000
192	-5.301639e+000
193	-1.338149e+000
194	-4.608370e+000
195	-3.309152e+000
196	5.796465e+000
197	-5.208103e+000
198	2.038940e+000
199	4.629887e+000
200	4.211051e+002
201	3.010829e+000
202	1.615280e+001
203	3.320410e+003
204	2.156392e+000
205	-9.032589e-001
206	-3.271995e+000
207	5.256136e+000
208	9.513039e+000
209	2.068509e+000
210	1.439442e+003
211	-4.542383e+000
212	3.260720e+002
213	-2.340309e+000
214	-2.271571e+000
215	1.966146e+000
216	-3.200944e+000
217	1.784548e+003
218	-1.241294e+000
219	8.064524e+001
220	3.189766e+001
221	1.055239e+003
222	6.627398e+000
223	8.505651e-001
224	8.073900e+001
225	1.853460e+000
226	-1.337662e-001
227	9.760786e+003
228	-6.503992e-001
229	-7.646290e+000
230	-4.862703e+000
231	-6.200113e+000
232	2.155165e+000
233	2.115331e+000
234	-5.942528e+000
235	-1.287449e+001
236	2.731102e+000
237	-1.187543e+001
238	2.355543e+000
239	5.916430e-001
240	-9.083030e+000
241	8.243514e+000
242	1.175694e+001
243	6.526748e+000
244	-4.926972e+000
245	1.040903e+001
246	1.102903e+001
247	1.428207e+001
248	-5.373334e+000
249	4.346613e+001
250	-1.275060e+000
251	6.923925e+000
252	-1.794607e+000
253	-2.107337e+000
254	4.566577e+001
255	8.833047e+001
256	3.486944e+000
257	-1.006352e+001
258	3.647170e+001
259	-9.296982e+000
260	-6.793238e-001
261	2.112364e+005
262	1.399707e+003
263	-2.493628e-001
264	9.979621e-001
265	1.607064e+001
266	6.955358e+000
267	8.447385e+000
268	9.880207e-001
269	-7.088900e+000
270	1.678155e+001
271	-4.670735e+000
272	1.984121e+001
273	6.770753e-001
274	-8.157667e+000
275	1.181283e+001
276	-3.714676e-001
277	8.959533e+000
278	1.101889e+000
279	-5.575017e+000
280	2.612010e+003
281	-4.791534e+000
282	-8.479780e+000
283	4.906636e+000
284	-3.886338e+000
285	5.097030e-001
286	2.277299e+003
287	-4.702248e+000
288	2.930057e+002
289	-6.831100e+000
290	1.210340e+001
291	-4.260126e+000
292	2.150662e+001
293	2.676703e+000
294	-9.035102e-001
295	1.154100e+001
296	-2.438707e+000
297	2.461876e+002
298	7.589766e-001
299	-2.959873e+000
300	-3.107821e+000
301	-2.990122e-001
302	2.625545e+000
303	9.624267e+000
304	-1.686845e+000
305	-3.605780e+000
306	1.330876e+003
307	2.552854e+001
308	7.007462e+000
309	1.102325e+001
310	-4.490118e-001
311	-6.684001e+000
312	4.419719e+000
313	-2.505921e+000
314	5.385991e+001
315	9.360041e+000
316	1.882425e+003
317	2.215437e+001
318	2.284435e+000
319	1.390539e+002
320	1.567657e+001
321	3.588777e+001
322	4.370569e+000
323	9.477383e-001
324	-3.580052e-001
325	6.562641e+000
326	4.729493e+003
327	5.789277e+000
328	1.743446e+001
329	3.470457e+002
330	1.188646e+001
331	1.169453e+000
332	-2.115893e+000
333	-7.229958e+000
334	3.647003e+000
335	-3.783476e+000
336	1.850198e+001
337	-5.333419e+000
338	-5.349828e-001
339	-3.867658e+000
340	-1.073617e+000
341	-3.503676e+000
342	-5.643229e+000
343	3.247038e+000
344	2.237525e+001
345	2.717176e+001
346	-6.537428e+000
347	-2.082683e-002
348	5.200394e+002
349	-2.072793e+000
350	3.498009e+000
351	1.163939e+001
352	-6.476802e+000
353	8.822251e+002
354	1.156112e+001
355	-2.706079e-001
356	7.781567e+001
357	8.706606e+002
358	3.849068e+000
359	1.466034e+003
360	-6.638692e+000
361	2.063319e+001
362	2.111337e+000
363	-5.583115e+000
364	1.401238e+000
365	-8.544959e+000
366	-1.077899e+001
367	-2.231427e+000
368	5.234412e+001
369	1.176451e+001
370	1.913306e+002
371	-8.994368e-001
372	1.183424e+002
373	4.821669e+003
374	-9.412706e+000
375	4.505710e+000
376	-5.239584e+000
377	-5.236147e+000
378	-1.971379e+000
379	-1.849888e-001
380	1.438996e+001
381	3.858518e+001
382	-3.496290e+000
383	1.451207e+001
384	2.857544e+000
385	-6.483326e+000
386	1.291009e+003
387	1.637610e+002
388	1.452411e+002
389	-7.190931e+000
390	4.156740e+000
391	4.262369e+001
392	4.985261e+000
393	5.695132e+002
394	2.979282e+000
395	-9.134100e+000
396	1.189603e+004
397	-5.910405e+000
398	1.622314e+003
399	6.794056e+000
400	4.235057e+002
401	2.424690e+000
402	1.522877e+001
403	3.530972e+000
404	-1.256488e+001
405	5.262723e+000
406	-2.141269e+000
407	5.109069e+002
408	5.186659e+000
409	1.613975e+001
410	2.625012e+001
411	-2.908173e+000
412	1.068845e+001
413	3.025395e+002
414	-5.155086e+000
415	1.217392e+001
416	-1.277827e+000
417	1.710828e+000
418	-5.572077e-001
419	3.692669e+001
420	-7.653539e+000
421	3.465605e+003
